Cetartiodactyla Giraffidae Giraffa Giraffa camelopardalis 964654.7
Cetartiodactyla Monodontidae Monodon Monodon monoceros 938126.44
Cetartiodactyla Delphinidae Globicephala Globicephala melas 800000
Cetartiodactyla Bovidae Bos Bos sauveli 791321.8
Cetartiodactyla Delphinidae Globicephala Globicephala macrorhynchus 725999.99
Cetartiodactyla Bovidae Bos Bos gaurus 721000
Cetartiodactyla Bovidae Bison Bison bonasus 675876.7
Cetartiodactyla Bovidae Tragelaphus Tragelaphus derbianus 663012.125
Cetartiodactyla Bovidae Bos Bos mutus 650000
Cetartiodactyla Bovidae Bos Bos javanicus 635974.3
Cetartiodactyla Bovidae Bison Bison bison 624577.1
Cetartiodactyla Bovidae Syncerus Syncerus caffer 592666
Cetartiodactyla Cervidae Alces Alces americanus 541460.4
Cetartiodactyla Bovidae Tragelaphus Tragelaphus oryx 492500
Cetartiodactyla Bovidae Bubalus Bubalus arnee 483500.485
Sirenia Trichechidae Trichechus Trichechus manatus 467324.8
Cetartiodactyla Cervidae Alces Alces alces 461900.8
Sirenia Trichechidae Trichechus Trichechus senegalensis 454000
Cetartiodactyla Physeteridae Kogia Kogia breviceps 431500
Sirenia Trichechidae Trichechus Trichechus inunguis 418001.2
Perissodactyla Equidae Equus Equus grevyi 408000.3
Perissodactyla Equidae Equus Equus quagga 400000
Carnivora Phocidae Leptonychotes Leptonychotes weddellii 400000
Cetartiodactyla Delphinidae Grampus Grampus griseus 387500
Carnivora Otariidae Eumetopias Eumetopias jubatus 382466.7
Carnivora Ursidae Ursus Ursus maritimus 371703.8
Carnivora Phocidae Hydrurga Hydrurga leptonyx 352675.5
Cetartiodactyla Bovidae Ovibos Ovibos moschatus 312500
Perissodactyla Tapiridae Tapirus Tapirus indicus 311209.2
Cetartiodactyla Physeteridae Physeter Physeter macrocephalus 307283.33
Sirenia Dugongidae Dugong Dugong dugon 295000
Carnivora Phocidae Monachus Monachus monachus 294881.3
Cetartiodactyla Bovidae Budorcas Budorcas taxicolor 294515.3
Perissodactyla Tapiridae Tapirus Tapirus bairdii 293781.6
Perissodactyla Equidae Equus Equus zebra 282462.1
Perissodactyla Equidae Equus Equus kiang 281138.6
Cetartiodactyla Delphinidae Tursiops Tursiops truncatus 281040.55
Cetartiodactyla Delphinidae Tursiops Tursiops aduncus 281040.55
Cetartiodactyla Delphinidae Sousa Sousa chinensis 280000
Carnivora Phocidae Erignathus Erignathus barbatus 280000
Carnivora Phocidae Cystophora Cystophora cristata 278896.8
Carnivora Otariidae Phocarctos Phocarctos hookeri 273500
Cetartiodactyla Bovidae Tragelaphus Tragelaphus eurycerus 270998.4
Cetartiodactyla Camelidae Camelus Camelus ferus 268000
Cetartiodactyla Bovidae Hippotragus Hippotragus equinus 264174
Cetartiodactyla Bovidae Bubalus Bubalus depressicornis 256989.3
Cetartiodactyla Bovidae Bubalus Bubalus mindorensis 254389.7
Perissodactyla Equidae Equus Equus ferus 250000
Perissodactyla Equidae Equus Equus africanus 250000
Cetartiodactyla Cervidae Cervus Cervus elaphus 240867.1
Cetartiodactyla Bovidae Hippotragus Hippotragus niger 236405.9
Perissodactyla Equidae Equus Equus hemionus 235248.1
Cetartiodactyla Giraffidae Okapia Okapia johnstoni 230001.1
Cetartiodactyla Hippopotamidae Choeropsis Choeropsis liberiensis 227500
Carnivora Phocidae Lobodon Lobodon carcinophaga 225000
Carnivora Phocidae Monachus Monachus schauinslandi 223000
Cetartiodactyla Bovidae Tragelaphus Tragelaphus buxtoni 215000.8
Carnivora Phocidae Ommatophoca Ommatophoca rossii 208252.1
Cetartiodactyla Bovidae Tragelaphus Tragelaphus strepsiceros 206056.4
Cetartiodactyla Delphinidae Peponocephala Peponocephala electra 206000
Cetartiodactyla Bovidae Kobus Kobus ellipsiprymnus 204393.5
Cetartiodactyla Bovidae Oryx Oryx beisa 200576.5
Cetartiodactyla Bovidae Oryx Oryx dammah 199799
Cetartiodactyla Bovidae Connochaetes Connochaetes taurinus 198619.7
Cetartiodactyla Suidae Hylochoerus Hylochoerus meinertzhageni 198130.5
Carnivora Phocidae Halichoerus Halichoerus grypus 197570
Carnivora Ursidae Ursus Ursus arctos 196287.5
Carnivora Otariidae Otaria Otaria flavescens 193670.5
Cetartiodactyla Suidae Sus Sus philippensis 190792.3
Cetartiodactyla Suidae Sus Sus cebifrons 190792.3
Cetartiodactyla Delphinidae Orcaella Orcaella heinsohni 190000
Cetartiodactyla Delphinidae Orcaella Orcaella brevirostris 190000
Carnivora Otariidae Neophoca Neophoca cinerea 189274.99
Cetartiodactyla Bovidae Oryx Oryx gazella 188404.5
Cetartiodactyla Delphinidae Lagenorhynchus Lagenorhynchus albirostris 186634.86
Cetartiodactyla Delphinidae Lagenorhynchus Lagenorhynchus acutus 186517.55
Cetartiodactyla Physeteridae Kogia Kogia sima 183066.66
Cetartiodactyla Bovidae Boselaphus Boselaphus tragocamelus 182253
Cetartiodactyla Bovidae Bubalus Bubalus quarlesi 181718.9
Carnivora Otariidae Arctocephalus Arctocephalus pusillus 178500
Cetartiodactyla Cervidae Rusa Rusa unicolor 177522.9
Cetartiodactyla Cervidae Rucervus Rucervus duvaucelii 171223.9
Cetartiodactyla Delphinidae Feresa Feresa attenuata 170000
Perissodactyla Tapiridae Tapirus Tapirus terrestris 169496.6
Cetartiodactyla Cervidae Elaphurus Elaphurus davidianus 165989.2
Cetartiodactyla Delphinidae Lagenodelphis Lagenodelphis hosei 164000
Carnivora Felidae Panthera Panthera tigris 161914.7
Cetartiodactyla Cervidae Przewalskium Przewalskium albirostris 161681.9
Cetartiodactyla Bovidae Alcelaphus Alcelaphus buselaphus 160937.9
Carnivora Felidae Panthera Panthera leo 158623.9
Perissodactyla Tapiridae Tapirus Tapirus pinchaque 156923.4
Cetartiodactyla Bovidae Connochaetes Connochaetes gnou 156547.5
Carnivora Otariidae Zalophus Zalophus wollebaeki 150000
Primates Hominidae Gorilla Gorilla beringei 149325.2
Cetartiodactyla Delphinidae Stenella Stenella coeruleoalba 142102.96
Carnivora Otariidae Zalophus Zalophus californianus 137194.9
Cetartiodactyla Bovidae Damaliscus Damaliscus lunatus 136000.3
Cetartiodactyla Suidae Sus Sus barbatus 135806
Cetartiodactyla Suidae Sus Sus ahoenobarbus 135000
Cetartiodactyla Bovidae Capricornis Capricornis rubidus 135000
Carnivora Phocidae Pagophilus Pagophilus groenlandicus 132250
Cetartiodactyla Delphinidae Steno Steno bredanensis 130000
Cetartiodactyla Bovidae Capra Capra sibirica 130000
Cetartiodactyla Delphinidae Lagenorhynchus Lagenorhynchus obscurus 127499.99
Cetartiodactyla Suidae Sus Sus oliveri 125725.94
Cetartiodactyla Suidae Sus Sus bucculentus 125725.94
Carnivora Ursidae Tremarctos Tremarctos ornatus 123177
Cetartiodactyla Iniidae Inia Inia geoffrensis 121430.8
Cetartiodactyla Camelidae Lama Lama guanicoe 120000
Cetartiodactyla Delphinidae Lagenorhynchus Lagenorhynchus australis 119999.99
Carnivora Ursidae Ailuropoda Ailuropoda melanoleuca 118000
Cetartiodactyla Delphinidae Lissodelphis Lissodelphis peronii 116000
Cetartiodactyla Bovidae Ovis Ovis ammon 113998.7
Cetartiodactyla Delphinidae Lissodelphis Lissodelphis borealis 113000
Primates Hominidae Gorilla Gorilla gorilla 112589
Cetartiodactyla Cervidae Blastocerus Blastocerus dichotomus 112518.5
Cetartiodactyla Iniidae Lipotes Lipotes vexillifer 112138.3
Cetartiodactyla Bovidae Capricornis Capricornis thar 112000
Cetartiodactyla Bovidae Capricornis Capricornis milneedwardsii 112000
Cetartiodactyla Bovidae Capricornis Capricornis sumatraensis 110942.2
Carnivora Ursidae Ursus Ursus americanus 110500
Cetartiodactyla Delphinidae Stenella Stenella frontalis 109999.99
Cetartiodactyla Delphinidae Lagenorhynchus Lagenorhynchus cruciger 109999.99
Cetartiodactyla Delphinidae Lagenorhynchus Lagenorhynchus obliquidens 109694.46
Cetartiodactyla Cervidae Rangifer Rangifer tarandus 109088.5
Cetartiodactyla Phocoenidae Phocoenoides Phocoenoides dalli 106042.53
Carnivora Otariidae Arctocephalus Arctocephalus forsteri 101250
Carnivora Otariidae Arctocephalus Arctocephalus townsendi 101063.7
Cetartiodactyla Bovidae Capra Capra walie 100144
Cetartiodactyla Delphinidae Sousa Sousa teuszii 99999.99
Carnivora Ursidae Melursus Melursus ursinus 99999.99
Carnivora Ursidae Ursus Ursus thibetanus 99714.19
Carnivora Phocidae Phoca Phoca largha 98879.18
Cetartiodactyla Bovidae Pseudoryx Pseudoryx nghetinhensis 97842.2
Carnivora Otariidae Arctocephalus Arctocephalus gazella 96599.99
Cetartiodactyla Bovidae Addax Addax nasomaculatus 96077.36
Cetartiodactyla Cervidae Rucervus Rucervus eldii 95471.61
Carnivora Otariidae Arctocephalus Arctocephalus philippii 94999.99
Cetartiodactyla Bovidae Tragelaphus Tragelaphus imberbis 94320.39
Cetartiodactyla Bovidae Ammotragus Ammotragus lervia 94202.22
Cetartiodactyla Platanistidae Platanista Platanista gangetica 93481.96
Cetartiodactyla Suidae Babyrousa Babyrousa babyrussa 92950.09
Carnivora Otariidae Arctocephalus Arctocephalus tropicalis 92222.55
Cetartiodactyla Delphinidae Stenella Stenella clymene 92084.135
Cetartiodactyla Bovidae Ovis Ovis nivicola 90000
Carnivora Phocidae Histriophoca Histriophoca fasciata 90000
Carnivora Phocidae Pusa Pusa sibirica 89499.99
Cetartiodactyla Suidae Sus Sus verrucosus 89406.23
Cetartiodactyla Bovidae Kobus Kobus leche 88645.04
Cetartiodactyla Bovidae Tragelaphus Tragelaphus angasii 87616.76
Carnivora Phocidae Phoca Phoca vitulina 87316.66
Cetartiodactyla Bovidae Kobus Kobus megaceros 85805.93
Cetartiodactyla Suidae Babyrousa Babyrousa togeanensis 85000
Cetartiodactyla Cervidae Odocoileus Odocoileus hemionus 84560.57
Cetartiodactyla Suidae Sus Sus scrofa 84471.54
Carnivora Felidae Panthera Panthera onca 83943.09
Cetartiodactyla Suidae Phacochoerus Phacochoerus africanus 82499.99
Cetartiodactyla Bovidae Kobus Kobus kob 80035.21
Cetartiodactyla Suidae Babyrousa Babyrousa celebensis 80000
Cetartiodactyla Delphinidae Delphinus Delphinus delphis 79271.69
Cetartiodactyla Delphinidae Delphinus Delphinus capensis 79271.69
Cetartiodactyla Bovidae Beatragus Beatragus hunteri 79132.17
Cetartiodactyla Bovidae Damaliscus Damaliscus pygargus 77784.55
Cetartiodactyla Cervidae Odocoileus Odocoileus virginianus 75901.25
Cetartiodactyla Bovidae Oryx Oryx leucoryx 75788.24
Cetartiodactyla Suidae Phacochoerus Phacochoerus aethiopicus 75607.52
Cetartiodactyla Bovidae Tragelaphus Tragelaphus spekii 75554.25
Cetartiodactyla Bovidae Nilgiritragus Nilgiritragus hylocrius 75000
Cetartiodactyla Bovidae Ovis Ovis canadensis 74644.87
Cetartiodactyla Delphinidae Cephalorhynchus Cephalorhynchus commersonii 72400
Cetartiodactyla Bovidae Oreamnos Oreamnos americanus 72105.4
Cetartiodactyla Bovidae Kobus Kobus vardonii 71462.72
Cetartiodactyla Bovidae Nanger Nanger dama 71424.81
Cetartiodactyla Bovidae Capra Capra aegagrus 71350.77625
Carnivora Phocidae Pusa Pusa hispida 70963.6
Cetartiodactyla Bovidae Ovis Ovis dalli 70194.13
Cetartiodactyla Suidae Potamochoerus Potamochoerus porcus 70000.31
Cetartiodactyla Bovidae Capra Capra ibex 69546.83
Cetartiodactyla Cervidae Axis Axis axis 69499.99
Cetartiodactyla Cervidae Hippocamelus Hippocamelus bisulcus 69240.81
Cetartiodactyla Suidae Potamochoerus Potamochoerus larvatus 69063.79
Cetartiodactyla Bovidae Hemitragus Hemitragus jemlahicus 68616.43
Cetartiodactyla Cervidae Hippocamelus Hippocamelus antisensis 68599.35
Cetartiodactyla Bovidae Cephalophus Cephalophus jentinki 68489.54
Carnivora Otariidae Arctocephalus Arctocephalus australis 67979.43
Cetartiodactyla Cervidae Rusa Rusa timorensis 66375.5
Cetartiodactyla Delphinidae Stenella Stenella attenuata 65733.59
Cetartiodactyla Phocoenidae Phocoena Phocoena dioptrica 65000
Carnivora Hyaenidae Crocuta Crocuta crocuta 63369.98
Carnivora Phocidae Pusa Pusa caspica 62326.2
Cetartiodactyla Bovidae Cephalophus Cephalophus silvicultor 62006.6
Cetartiodactyla Bovidae Capra Capra pyrenaica 60898.77
Cetartiodactyla Phocoenidae Phocoena Phocoena spinipinnis 59999.99
Cetartiodactyla Bovidae Capra Capra caucasica 58149.52
Cetartiodactyla Bovidae Redunca Redunca arundinum 58059.24
Cetartiodactyla Cervidae Dama Dama mesopotamica 57224.61
Cetartiodactyla Cervidae Dama Dama dama 57224.61
Carnivora Ursidae Helarctos Helarctos malayanus 57075.78
Cetartiodactyla Bovidae Cephalophus Cephalophus spadix 56857.02
Tubulidentata Orycteropodidae Orycteropus Orycteropus afer 56175.2
Carnivora Otariidae Callorhinus Callorhinus ursinus 55464.82
Cetartiodactyla Bovidae Nanger Nanger granti 55464.46
Cetartiodactyla Cervidae Axis Axis kuhlii 54999.99
Cetartiodactyla Bovidae Capra Capra falconeri 54303.37
Carnivora Felidae Puma Puma concolor 53954.05
Cetartiodactyla Suidae Sus Sus celebensis 53813.21
Primates Hominidae Pongo Pongo pygmaeus 53408.29
Cetartiodactyla Cervidae Cervus Cervus nippon 52999.99
Cetartiodactyla Phocoenidae Phocoena Phocoena phocoena 52730.93
Cetartiodactyla Bovidae Aepyceros Aepyceros melampus 52591.69
Carnivora Felidae Panthera Panthera pardus 52399.99
Cetartiodactyla Bovidae Pseudois Pseudois nayaur 52334.57
Carnivora Felidae Acinonyx Acinonyx jubatus 50577.92
Cetartiodactyla Delphinidae Stenella Stenella longirostris 50500
Cetartiodactyla Bovidae Capra Capra cylindricornis 50000
Cetartiodactyla Delphinidae Cephalorhynchus Cephalorhynchus hectori 49999.99
Cetartiodactyla Cervidae Rusa Rusa marianna 49457.61
Rodentia Caviidae Hydrochoerus Hydrochoerus hydrochaeris 48144.91
Cetartiodactyla Bovidae Capra Capra nubiana 47763.72
Cetartiodactyla Camelidae Vicugna Vicugna vicugna 47499.61
Cetartiodactyla Antilocapridae Antilocapra Antilocapra americana 47450.01
Cetartiodactyla Cervidae Rusa Rusa alfredi 46475.04
Primates Hominidae Pan Pan troglodytes 45000
Cetartiodactyla Tayassuidae Pecari Pecari maximus 45000
Cetartiodactyla Delphinidae Cephalorhynchus Cephalorhynchus eutropia 45000
Cetartiodactyla Bovidae Redunca Redunca redunca 43288.95
Cetartiodactyla Bovidae Tragelaphus Tragelaphus scriptus 43250.39
Cetartiodactyla Phocoenidae Phocoena Phocoena sinus 43121.43
Cetartiodactyla Bovidae Capricornis Capricornis crispus 43030.64
Carnivora Hyaenidae Hyaena Hyaena brunnea 42977.93
Cetartiodactyla Delphinidae Sotalia Sotalia guianensis 42833.44
Cetartiodactyla Delphinidae Sotalia Sotalia fluviatilis 42833.44
Cetartiodactyla Bovidae Ovis Ovis orientalis 42500
Cetartiodactyla Bovidae Nanger Nanger soemmerringii 41582.93
Cetartiodactyla Cervidae Capreolus Capreolus pygargus 41371.03
Carnivora Felidae Panthera Panthera uncia 41000
Cingulata Dasypodidae Priodontes Priodontes maximus 40641.89
Cetartiodactyla Iniidae Pontoporia Pontoporia blainvillei 40499.99
Cetartiodactyla Delphinidae Cephalorhynchus Cephalorhynchus heavisidii 39999.99
Cetartiodactyla Bovidae Eudorcas Eudorcas rufina 39999.99
Cetartiodactyla Cervidae Axis Axis calamianensis 39812.6
Primates Hominidae Pongo Pongo abelii 39696.12
Carnivora Otariidae Arctocephalus Arctocephalus galapagoensis 39448.04
Diprotodontia Macropodidae Macropus Macropus rufus 38968.39
Cetartiodactyla Bovidae Litocranius Litocranius walleri 38804.37
Cetartiodactyla Bovidae Saiga Saiga tatarica 37734.01
Cetartiodactyla Cervidae Axis Axis porcinus 37448.29
Cetartiodactyla Cervidae Muntiacus Muntiacus vuquangensis 36690.82
Cetartiodactyla Bovidae Antilope Antilope cervicapra 36301.1
Cetartiodactyla Tayassuidae Catagonus Catagonus wagneri 35566.4
Primates Hominidae Pan Pan paniscus 35119.95
Carnivora Hyaenidae Hyaena Hyaena hyaena 35070.51
Cetartiodactyla Cervidae Ozotoceros Ozotoceros bezoarticus 34620.4
Cetartiodactyla Bovidae Antidorcas Antidorcas marsupialis 33571.24
Diprotodontia Macropodidae Macropus Macropus giganteus 33409.89
Cetartiodactyla Bovidae Rupicapra Rupicapra rupicapra 33266.35
Pholidota Manidae Smutsia Smutsia gigantea 32999.7005
Cetartiodactyla Bovidae Pantholops Pantholops hodgsonii 32733.12
Cetartiodactyla Phocoenidae Neophocaena Neophocaena phocaenoides 32500
Cetartiodactyla Phocoenidae Neophocaena Neophocaena phocaenoides 32500
Cetartiodactyla Phocoenidae Neophocaena Neophocaena asiaeorientalis 32500
Cetartiodactyla Bovidae Naemorhedus Naemorhedus griseus 32000
Diprotodontia Vombatidae Lasiorhinus Lasiorhinus krefftii 31849.99
Cetartiodactyla Tayassuidae Tayassu Tayassu pecari 31798.71
Carnivora Canidae Canis Canis lupus 31756.51
Cetartiodactyla Bovidae Rupicapra Rupicapra pyrenaica 29999.99
Pilosa Myrmecophagidae Myrmecophaga Myrmecophaga tridactyla 29531.83
Cetartiodactyla Bovidae Redunca Redunca fulvorufula 29352.66
Cetartiodactyla Bovidae Pseudois Pseudois schaeferi 29249.99
Cetartiodactyla Bovidae Naemorhedus Naemorhedus baileyi 28863.45
Cetartiodactyla Bovidae Naemorhedus Naemorhedus goral 28796.51
Cetartiodactyla Bovidae Procapra Procapra gutturosa 28274.27
Cetartiodactyla Bovidae Ammodorcas Ammodorcas clarkei 28049.81
Cetartiodactyla Bovidae Procapra Procapra przewalskii 27499.99
Carnivora Mustelidae Enhydra Enhydra lutris 27410.93
Diprotodontia Macropodidae Macropus Macropus antilopinus 27250.1
Cetartiodactyla Bovidae Naemorhedus Naemorhedus caudatus 26999.99
Cetartiodactyla Bovidae Eudorcas Eudorcas rufifrons 26999.77
Cetartiodactyla Bovidae Gazella Gazella subgutturosa 26981.37
Diprotodontia Vombatidae Lasiorhinus Lasiorhinus latifrons 26163.8
Diprotodontia Vombatidae Vombatus Vombatus ursinus 26000
Carnivora Mustelidae Pteronura Pteronura brasiliensis 26000
Diprotodontia Macropodidae Macropus Macropus robustus 25978.92
Diprotodontia Macropodidae Macropus Macropus fuliginosus 25564.7
Cetartiodactyla Bovidae Gazella Gazella cuvieri 25000
Cetartiodactyla Bovidae Eudorcas Eudorcas albonotata 25000
Cetartiodactyla Bovidae Gazella Gazella leptoceros 24645.75
Cetartiodactyla Bovidae Gazella Gazella arabica 24124.67
Carnivora Mustelidae Aonyx Aonyx congicus 23800.2
Carnivora Canidae Canis Canis rufus 23500
Carnivora Canidae Chrysocyon Chrysocyon brachyurus 23325
Cetartiodactyla Bovidae Procapra Procapra picticaudata 23197.67
Cetartiodactyla Cervidae Elaphodus Elaphodus cephalophus 23087.87
Rodentia Hystricidae Hystrix Hystrix javanica 23014.418
Cetartiodactyla Bovidae Arabitragus Arabitragus jayakari 23000
Cetartiodactyla Bovidae Eudorcas Eudorcas thomsonii 22907.43
Cetartiodactyla Bovidae Pelea Pelea capreolus 22731.33
Cetartiodactyla Cervidae Capreolus Capreolus capreolus 22502.01
Carnivora Felidae Neofelis Neofelis diardi 22500
Cetartiodactyla Cervidae Muntiacus Muntiacus feae 21999.99
Carnivora Canidae Lycaon Lycaon pictus 21999.99
Cetartiodactyla Bovidae Gazella Gazella gazella 21306.83
Rodentia Caviidae Hydrochoerus Hydrochoerus isthmius 21267.32
Cetartiodactyla Tayassuidae Pecari Pecari tajacu 21133.69
Cetartiodactyla Cervidae Mazama Mazama rufina 21099.25
Cetartiodactyla Cervidae Mazama Mazama pandora 21000
Cetartiodactyla Cervidae Mazama Mazama americana 20546.86
Cetartiodactyla Bovidae Capricornis Capricornis swinhoei 20500
Cetartiodactyla Bovidae Gazella Gazella spekei 20000
Cetartiodactyla Bovidae Cephalophus Cephalophus dorsalis 20000
Primates Cercopithecidae Semnopithecus Semnopithecus schistaceus 19800
Carnivora Mustelidae Aonyx Aonyx capensis 19322.22
Carnivora Felidae Lynx Lynx lynx 19300
Cetartiodactyla Bovidae Tetracerus Tetracerus quadricornis 19282.12
Cetartiodactyla Bovidae Cephalophus Cephalophus niger 19094.32
Cetartiodactyla Bovidae Cephalophus Cephalophus callipygus 19079.23
Rodentia Castoridae Castor Castor fiber 19000
Cetartiodactyla Cervidae Muntiacus Muntiacus atherodes 18939.1
Cetartiodactyla Bovidae Gazella Gazella bennettii 18916.67
Cetartiodactyla Cervidae Muntiacus Muntiacus gongshanensis 18590.01
Cetartiodactyla Cervidae Muntiacus Muntiacus crinifrons 18590.01
Cetartiodactyla Bovidae Cephalophus Cephalophus ogilbyi 18386.42
Cetartiodactyla Cervidae Muntiacus Muntiacus vaginalis 18368.41
Cetartiodactyla Cervidae Muntiacus Muntiacus puhoatensis 18368.41
Cetartiodactyla Cervidae Muntiacus Muntiacus montanus 18368.41
Cetartiodactyla Cervidae Mazama Mazama temama 18335.8171428571
Cetartiodactyla Cervidae Mazama Mazama nemorivaga 18335.8171428571
Cetartiodactyla Cervidae Mazama Mazama bororo 18335.8171428571
Rodentia Castoridae Castor Castor canadensis 18124.41
Primates Cercopithecidae Papio Papio papio 18026.05
Primates Cercopithecidae Papio Papio ursinus 17729.44
Primates Cercopithecidae Papio Papio anubis 17728.56
Cetartiodactyla Cervidae Muntiacus Muntiacus muntjak 17611.59
Primates Cercopithecidae Semnopithecus Semnopithecus priam 17200
Primates Cercopithecidae Semnopithecus Semnopithecus hector 17200
Primates Cercopithecidae Semnopithecus Semnopithecus dussumieri 17200
Primates Cercopithecidae Semnopithecus Semnopithecus ajax 17200
Cetartiodactyla Bovidae Ourebia Ourebia ourebi 17186.09
Diprotodontia Macropodidae Macropus Macropus bernardus 17000
Cetartiodactyla Bovidae Cephalophus Cephalophus weynsi 17000
Diprotodontia Macropodidae Macropus Macropus rufogriseus 16850
Primates Cercopithecidae Mandrillus Mandrillus sphinx 16685.06
Cetartiodactyla Cervidae Mazama Mazama gouazoubira 16633.17
Cetartiodactyla Cervidae Mazama Mazama nana 16499.85
Cetartiodactyla Cervidae Mazama Mazama bricenii 16499.85
Cetartiodactyla Cervidae Mazama Mazama chunyi 16071.74
Primates Cercopithecidae Theropithecus Theropithecus gelada 15964.11
Primates Cercopithecidae Papio Papio cynocephalus 15822.15
Carnivora Canidae Cuon Cuon alpinus 15800
Cetartiodactyla Bovidae Cephalophus Cephalophus zebra 15654.75
Cetartiodactyla Bovidae Sylvicapra Sylvicapra grimmia 15639.15
Cetartiodactyla Bovidae Gazella Gazella dorcas 15635.95
Cetartiodactyla Cervidae Muntiacus Muntiacus truongsonensis 15000
Diprotodontia Macropodidae Wallabia Wallabia bicolor 14999.95
Carnivora Felidae Neofelis Neofelis nebulosa 14945.05
Rodentia Hystricidae Hystrix Hystrix africaeaustralis 14936.02
Cetartiodactyla Bovidae Cephalophus Cephalophus nigrifrons 14676.33
Cetartiodactyla Bovidae Cephalophus Cephalophus harveyi 14500.1
Cetartiodactyla Moschidae Moschus Moschus leucogaster 14500
Cetartiodactyla Moschidae Moschus Moschus cupreus 14500
Carnivora Canidae Canis Canis simensis 14361.86
Rodentia Hystricidae Hystrix Hystrix indica 14298.6
Primates Cercopithecidae Mandrillus Mandrillus leucophaeus 14253.3
Primates Cercopithecidae Papio Papio hamadryas 14007.08
Cetartiodactyla Moschidae Moschus Moschus fuscus 13697.9
Cetartiodactyla Moschidae Moschus Moschus chrysogaster 13697.9
Primates Atelidae Brachyteles Brachyteles hypoxanthus 13500
Carnivora Felidae Pardofelis Pardofelis temminckii 13500
Cetartiodactyla Cervidae Muntiacus Muntiacus reevesi 13499.94
Cetartiodactyla Bovidae Oreotragus Oreotragus oreotragus 13486.55
